Timestamp,Container,CPU_Percentage
1716406438,telemetry-kibana-1,7.24%
1716406438,telemetry-otel-collector-1,0.00%
1716406438,telemetry-elasticsearch-1,1.29%
1716406438,suspicious_hugle,0.00%
1716406438,docker_minio_1,0.18%
1716406438,docker_hive_1,0.07%
1716406438,docker_influx_1,0.02%
1716406438,docker_db_1,0.00%
1716406438,registry,0.00%
1716406441,micro-benchmark-tests-1,53.30%
1716406441,micro-benchmark-java-elastic-1,0.31%
1716406441,micro-benchmark-java-otel-1,0.09%
1716406441,micro-benchmark-java-standard-1,0.21%
1716406441,micro-benchmark-go-elastic-1,0.00%
1716406441,micro-benchmark-go-otel-1,0.00%
1716406441,micro-benchmark-go-standard-1,0.00%
1716406441,micro-benchmark-python-elastic-1,0.02%
1716406441,micro-benchmark-python-otel-1,0.67%
1716406441,micro-benchmark-python-standard-1,49.80%
1716406441,micro-benchmark-postgres-1,0.00%
1716406441,telemetry-apm-server-1,0.01%
1716406441,telemetry-kibana-1,0.65%
1716406441,telemetry-otel-collector-1,0.02%
1716406441,telemetry-elasticsearch-1,2.19%
1716406441,suspicious_hugle,0.00%
1716406441,docker_minio_1,0.13%
1716406441,docker_hive_1,0.11%
1716406441,docker_influx_1,0.02%
1716406441,docker_db_1,0.00%
1716406441,registry,0.00%
1716406445,micro-benchmark-tests-1,42.59%
1716406445,micro-benchmark-java-elastic-1,0.31%
1716406445,micro-benchmark-java-otel-1,0.09%
1716406445,micro-benchmark-java-standard-1,0.10%
1716406445,micro-benchmark-go-elastic-1,0.00%
1716406445,micro-benchmark-go-otel-1,0.00%
1716406445,micro-benchmark-go-standard-1,0.11%
1716406445,micro-benchmark-python-elastic-1,0.04%
1716406445,micro-benchmark-python-otel-1,0.67%
1716406445,micro-benchmark-python-standard-1,38.79%
1716406445,micro-benchmark-postgres-1,0.00%
1716406445,telemetry-apm-server-1,4.67%
1716406445,telemetry-kibana-1,0.36%
1716406445,telemetry-otel-collector-1,0.00%
1716406445,telemetry-elasticsearch-1,0.65%
1716406445,suspicious_hugle,0.00%
1716406445,docker_minio_1,0.11%
1716406445,docker_hive_1,0.06%
1716406445,docker_influx_1,0.02%
1716406445,docker_db_1,0.01%
1716406445,registry,0.04%
1716406449,micro-benchmark-tests-1,38.80%
1716406449,micro-benchmark-java-elastic-1,0.31%
1716406449,micro-benchmark-java-otel-1,0.08%
1716406449,micro-benchmark-java-standard-1,0.11%
1716406449,micro-benchmark-go-elastic-1,0.00%
1716406449,micro-benchmark-go-otel-1,0.02%
1716406449,micro-benchmark-go-standard-1,0.00%
1716406449,micro-benchmark-python-elastic-1,0.25%
1716406449,micro-benchmark-python-otel-1,0.75%
1716406449,micro-benchmark-python-standard-1,66.36%
1716406449,micro-benchmark-postgres-1,0.00%
1716406449,telemetry-apm-server-1,0.26%
1716406449,telemetry-kibana-1,0.61%
1716406449,telemetry-otel-collector-1,0.00%
1716406449,telemetry-elasticsearch-1,1.00%
1716406449,suspicious_hugle,0.00%
1716406449,docker_minio_1,0.12%
1716406449,docker_hive_1,0.10%
1716406449,docker_influx_1,0.02%
1716406449,docker_db_1,0.00%
1716406449,registry,0.00%
1716406452,micro-benchmark-tests-1,51.96%
1716406452,micro-benchmark-java-elastic-1,0.49%
1716406452,micro-benchmark-java-otel-1,0.10%
1716406452,micro-benchmark-java-standard-1,0.09%
1716406452,micro-benchmark-go-elastic-1,0.00%
1716406452,micro-benchmark-go-otel-1,0.00%
1716406452,micro-benchmark-go-standard-1,0.00%
1716406452,micro-benchmark-python-elastic-1,0.02%
1716406452,micro-benchmark-python-otel-1,0.68%
1716406452,micro-benchmark-python-standard-1,65.28%
1716406452,micro-benchmark-postgres-1,0.74%
1716406452,telemetry-apm-server-1,0.29%
1716406452,telemetry-kibana-1,3.28%
1716406452,telemetry-otel-collector-1,0.00%
1716406452,telemetry-elasticsearch-1,7.32%
1716406452,suspicious_hugle,0.00%
1716406452,docker_minio_1,0.17%
1716406452,docker_hive_1,0.08%
1716406452,docker_influx_1,0.02%
1716406452,docker_db_1,0.00%
1716406452,registry,0.00%
1716406456,micro-benchmark-tests-1,119.44%
1716406456,micro-benchmark-java-elastic-1,0.32%
1716406456,micro-benchmark-java-otel-1,0.09%
1716406456,micro-benchmark-java-standard-1,0.11%
1716406456,micro-benchmark-go-elastic-1,0.00%
1716406456,micro-benchmark-go-otel-1,0.00%
1716406456,micro-benchmark-go-standard-1,0.00%
1716406456,micro-benchmark-python-elastic-1,0.02%
1716406456,micro-benchmark-python-otel-1,0.71%
1716406456,micro-benchmark-python-standard-1,72.21%
1716406456,micro-benchmark-postgres-1,0.00%
1716406456,telemetry-apm-server-1,0.00%
1716406456,telemetry-kibana-1,1.20%
1716406456,telemetry-otel-collector-1,0.01%
1716406456,telemetry-elasticsearch-1,2.83%
1716406456,suspicious_hugle,0.00%
1716406456,docker_minio_1,0.20%
1716406456,docker_hive_1,0.11%
1716406456,docker_influx_1,0.02%
1716406456,docker_db_1,0.00%
1716406456,registry,0.00%
1716406460,micro-benchmark-tests-1,48.74%
1716406460,micro-benchmark-java-elastic-1,0.32%
1716406460,micro-benchmark-java-otel-1,0.08%
1716406460,micro-benchmark-java-standard-1,0.11%
1716406460,micro-benchmark-go-elastic-1,0.00%
1716406460,micro-benchmark-go-otel-1,0.00%
1716406460,micro-benchmark-go-standard-1,0.00%
1716406460,micro-benchmark-python-elastic-1,0.06%
1716406460,micro-benchmark-python-otel-1,0.66%
1716406460,micro-benchmark-python-standard-1,60.99%
1716406460,micro-benchmark-postgres-1,0.00%
1716406460,telemetry-apm-server-1,0.00%
1716406460,telemetry-kibana-1,0.41%
1716406460,telemetry-otel-collector-1,0.00%
1716406460,telemetry-elasticsearch-1,0.28%
1716406460,suspicious_hugle,0.00%
1716406460,docker_minio_1,0.19%
1716406460,docker_hive_1,2.25%
1716406460,docker_influx_1,0.17%
1716406460,docker_db_1,0.92%
1716406460,registry,0.01%
1716406463,micro-benchmark-tests-1,45.61%
1716406463,micro-benchmark-java-elastic-1,0.32%
1716406463,micro-benchmark-java-otel-1,0.10%
1716406463,micro-benchmark-java-standard-1,0.12%
1716406463,micro-benchmark-go-elastic-1,0.00%
1716406463,micro-benchmark-go-otel-1,0.02%
1716406463,micro-benchmark-go-standard-1,0.00%
1716406463,micro-benchmark-python-elastic-1,0.02%
1716406463,micro-benchmark-python-otel-1,0.81%
1716406463,micro-benchmark-python-standard-1,55.35%
1716406463,micro-benchmark-postgres-1,0.00%
1716406463,telemetry-apm-server-1,0.00%
1716406463,telemetry-kibana-1,0.55%
1716406463,telemetry-otel-collector-1,0.00%
1716406463,telemetry-elasticsearch-1,4.76%
1716406463,suspicious_hugle,0.00%
1716406463,docker_minio_1,0.17%
1716406463,docker_hive_1,0.07%
1716406463,docker_influx_1,0.02%
1716406463,docker_db_1,0.70%
1716406463,registry,0.00%
1716406467,micro-benchmark-tests-1,52.94%
1716406467,micro-benchmark-java-elastic-1,0.33%
1716406467,micro-benchmark-java-otel-1,0.11%
1716406467,micro-benchmark-java-standard-1,0.09%
1716406467,micro-benchmark-go-elastic-1,0.07%
1716406467,micro-benchmark-go-otel-1,0.00%
1716406467,micro-benchmark-go-standard-1,0.00%
1716406467,micro-benchmark-python-elastic-1,0.08%
1716406467,micro-benchmark-python-otel-1,0.68%
1716406467,micro-benchmark-python-standard-1,55.20%
1716406467,micro-benchmark-postgres-1,0.64%
1716406467,telemetry-apm-server-1,0.18%
1716406467,telemetry-kibana-1,101.45%
1716406467,telemetry-otel-collector-1,0.00%
1716406467,telemetry-elasticsearch-1,1.55%
1716406467,suspicious_hugle,0.00%
1716406467,docker_minio_1,0.16%
1716406467,docker_hive_1,0.18%
1716406467,docker_influx_1,0.01%
1716406467,docker_db_1,0.00%
1716406467,registry,0.00%
1716406471,micro-benchmark-tests-1,49.12%
1716406471,micro-benchmark-java-elastic-1,0.31%
1716406471,micro-benchmark-java-otel-1,0.12%
1716406471,micro-benchmark-java-standard-1,0.11%
1716406471,micro-benchmark-go-elastic-1,0.00%
1716406471,micro-benchmark-go-otel-1,0.00%
1716406471,micro-benchmark-go-standard-1,0.00%
1716406471,micro-benchmark-python-elastic-1,0.04%
1716406471,micro-benchmark-python-otel-1,0.68%
1716406471,micro-benchmark-python-standard-1,46.06%
1716406471,micro-benchmark-postgres-1,0.00%
1716406471,telemetry-apm-server-1,0.00%
1716406471,telemetry-kibana-1,2.71%
1716406471,telemetry-otel-collector-1,0.02%
1716406471,telemetry-elasticsearch-1,14.40%
1716406471,suspicious_hugle,0.00%
1716406471,docker_minio_1,0.66%
1716406471,docker_hive_1,0.13%
1716406471,docker_influx_1,0.02%
1716406471,docker_db_1,0.00%
1716406471,registry,0.01%
1716406474,micro-benchmark-tests-1,1.54%
1716406474,micro-benchmark-java-elastic-1,0.35%
1716406474,micro-benchmark-java-otel-1,0.10%
1716406474,micro-benchmark-java-standard-1,0.11%
1716406474,micro-benchmark-go-elastic-1,0.06%
1716406474,micro-benchmark-go-otel-1,0.02%
1716406474,micro-benchmark-go-standard-1,0.00%
1716406474,micro-benchmark-python-elastic-1,0.02%
1716406474,micro-benchmark-python-otel-1,0.70%
1716406474,micro-benchmark-python-standard-1,0.02%
1716406474,micro-benchmark-postgres-1,0.00%
1716406474,telemetry-apm-server-1,4.02%
1716406474,telemetry-kibana-1,0.40%
1716406474,telemetry-otel-collector-1,0.00%
1716406474,telemetry-elasticsearch-1,0.28%
1716406474,suspicious_hugle,0.00%
1716406474,docker_minio_1,0.13%
1716406474,docker_hive_1,0.09%
1716406474,docker_influx_1,0.03%
1716406474,docker_db_1,0.00%
1716406474,registry,0.00%
1716406478,micro-benchmark-tests-1,0.52%
1716406478,micro-benchmark-java-elastic-1,0.35%
1716406478,micro-benchmark-java-otel-1,0.10%
1716406478,micro-benchmark-java-standard-1,0.12%
1716406478,micro-benchmark-go-elastic-1,0.00%
1716406478,micro-benchmark-go-otel-1,0.95%
1716406478,micro-benchmark-go-standard-1,0.00%
1716406478,micro-benchmark-python-elastic-1,0.74%
1716406478,micro-benchmark-python-otel-1,0.74%
1716406478,micro-benchmark-python-standard-1,0.03%
1716406478,micro-benchmark-postgres-1,0.00%
1716406478,telemetry-apm-server-1,0.47%
1716406478,telemetry-kibana-1,5.85%
1716406478,telemetry-otel-collector-1,0.00%
1716406478,telemetry-elasticsearch-1,1.14%
1716406478,suspicious_hugle,0.00%
1716406478,docker_minio_1,10.54%
1716406478,docker_hive_1,0.11%
1716406478,docker_influx_1,0.02%
1716406478,docker_db_1,0.00%
1716406478,registry,0.00%
1716406482,micro-benchmark-tests-1,1.41%
1716406482,micro-benchmark-java-elastic-1,0.48%
1716406482,micro-benchmark-java-otel-1,0.13%
1716406482,micro-benchmark-java-standard-1,0.24%
1716406482,micro-benchmark-go-elastic-1,0.00%
1716406482,micro-benchmark-go-otel-1,0.00%
1716406482,micro-benchmark-go-standard-1,0.00%
1716406482,micro-benchmark-python-elastic-1,0.28%
1716406482,micro-benchmark-python-otel-1,0.69%
1716406482,micro-benchmark-python-standard-1,0.02%
1716406482,micro-benchmark-postgres-1,0.64%
1716406482,telemetry-apm-server-1,0.29%
1716406482,telemetry-kibana-1,1.17%
1716406482,telemetry-otel-collector-1,0.00%
1716406482,telemetry-elasticsearch-1,2.38%
1716406482,suspicious_hugle,0.00%
1716406482,docker_minio_1,11.58%
1716406482,docker_hive_1,0.09%
1716406482,docker_influx_1,0.02%
1716406482,docker_db_1,0.00%
1716406482,registry,0.00%
1716406485,micro-benchmark-tests-1,1.55%
1716406485,micro-benchmark-java-elastic-1,0.41%
1716406485,micro-benchmark-java-otel-1,0.10%
1716406485,micro-benchmark-java-standard-1,0.11%
1716406485,micro-benchmark-go-elastic-1,0.00%
1716406485,micro-benchmark-go-otel-1,0.00%
1716406485,micro-benchmark-go-standard-1,0.00%
1716406485,micro-benchmark-python-elastic-1,0.02%
1716406486,micro-benchmark-python-otel-1,0.70%
1716406486,micro-benchmark-python-standard-1,0.02%
1716406486,micro-benchmark-postgres-1,0.00%
1716406486,telemetry-apm-server-1,0.00%
1716406486,telemetry-kibana-1,0.98%
1716406486,telemetry-otel-collector-1,0.01%
1716406486,telemetry-elasticsearch-1,3.44%
1716406486,suspicious_hugle,0.00%
1716406486,docker_minio_1,12.99%
1716406486,docker_hive_1,0.12%
1716406486,docker_influx_1,3.45%
1716406486,docker_db_1,0.01%
1716406486,registry,0.00%
1716406489,micro-benchmark-tests-1,36.07%
1716406489,micro-benchmark-java-elastic-1,0.37%
1716406489,micro-benchmark-java-otel-1,0.11%
1716406489,micro-benchmark-java-standard-1,0.11%
1716406489,micro-benchmark-go-elastic-1,0.00%
1716406489,micro-benchmark-go-otel-1,0.00%
1716406489,micro-benchmark-go-standard-1,0.00%
1716406489,micro-benchmark-python-elastic-1,0.06%
1716406489,micro-benchmark-python-otel-1,58.92%
1716406489,micro-benchmark-python-standard-1,0.02%
1716406489,micro-benchmark-postgres-1,0.00%
1716406489,telemetry-apm-server-1,7.47%
1716406489,telemetry-kibana-1,0.53%
1716406489,telemetry-otel-collector-1,3.31%
1716406489,telemetry-elasticsearch-1,2.17%
1716406489,suspicious_hugle,0.00%
1716406489,docker_minio_1,10.26%
1716406489,docker_hive_1,0.13%
1716406489,docker_influx_1,0.02%
1716406489,docker_db_1,0.00%
1716406489,registry,0.91%
1716406493,micro-benchmark-tests-1,39.64%
1716406493,micro-benchmark-java-elastic-1,0.35%
1716406493,micro-benchmark-java-otel-1,0.09%
1716406493,micro-benchmark-java-standard-1,0.10%
1716406493,micro-benchmark-go-elastic-1,0.00%
1716406493,micro-benchmark-go-otel-1,0.02%
1716406493,micro-benchmark-go-standard-1,0.00%
1716406493,micro-benchmark-python-elastic-1,0.02%
1716406493,micro-benchmark-python-otel-1,77.72%
1716406493,micro-benchmark-python-standard-1,0.02%
1716406493,micro-benchmark-postgres-1,0.01%
1716406493,telemetry-apm-server-1,0.05%
1716406493,telemetry-kibana-1,0.64%
1716406493,telemetry-otel-collector-1,0.00%
1716406493,telemetry-elasticsearch-1,0.32%
1716406493,suspicious_hugle,0.00%
1716406493,docker_minio_1,11.13%
1716406493,docker_hive_1,0.08%
1716406493,docker_influx_1,0.02%
1716406493,docker_db_1,0.00%
1716406493,registry,0.00%
1716406497,micro-benchmark-tests-1,34.64%
1716406497,micro-benchmark-java-elastic-1,0.37%
1716406497,micro-benchmark-java-otel-1,1.71%
1716406497,micro-benchmark-java-standard-1,0.09%
1716406497,micro-benchmark-go-elastic-1,0.00%
1716406497,micro-benchmark-go-otel-1,0.00%
1716406497,micro-benchmark-go-standard-1,0.00%
1716406497,micro-benchmark-python-elastic-1,0.06%
1716406497,micro-benchmark-python-otel-1,47.60%
1716406497,micro-benchmark-python-standard-1,0.02%
1716406497,micro-benchmark-postgres-1,0.61%
1716406497,telemetry-apm-server-1,0.00%
1716406497,telemetry-kibana-1,1.24%
1716406497,telemetry-otel-collector-1,0.00%
1716406497,telemetry-elasticsearch-1,1.12%
1716406497,suspicious_hugle,0.00%
1716406497,docker_minio_1,12.29%
1716406497,docker_hive_1,0.09%
1716406497,docker_influx_1,0.02%
1716406497,docker_db_1,0.00%
1716406497,registry,0.00%
1716406500,micro-benchmark-tests-1,34.59%
1716406500,micro-benchmark-java-elastic-1,0.36%
1716406500,micro-benchmark-java-otel-1,0.11%
1716406500,micro-benchmark-java-standard-1,0.14%
1716406500,micro-benchmark-go-elastic-1,0.00%
1716406500,micro-benchmark-go-otel-1,0.00%
1716406500,micro-benchmark-go-standard-1,0.00%
1716406500,micro-benchmark-python-elastic-1,0.02%
1716406500,micro-benchmark-python-otel-1,65.17%
1716406500,micro-benchmark-python-standard-1,0.02%
1716406500,micro-benchmark-postgres-1,0.00%
1716406500,telemetry-apm-server-1,13.21%
1716406500,telemetry-kibana-1,3.41%
1716406500,telemetry-otel-collector-1,0.00%
1716406500,telemetry-elasticsearch-1,56.25%
1716406500,suspicious_hugle,0.00%
1716406500,docker_minio_1,12.89%
1716406500,docker_hive_1,0.09%
1716406500,docker_influx_1,0.14%
1716406500,docker_db_1,0.00%
1716406500,registry,0.01%
1716406504,micro-benchmark-tests-1,33.85%
1716406504,micro-benchmark-java-elastic-1,0.31%
1716406504,micro-benchmark-java-otel-1,0.11%
1716406504,micro-benchmark-java-standard-1,0.13%
1716406504,micro-benchmark-go-elastic-1,0.09%
1716406504,micro-benchmark-go-otel-1,0.00%
1716406504,micro-benchmark-go-standard-1,0.00%
1716406504,micro-benchmark-python-elastic-1,0.02%
1716406504,micro-benchmark-python-otel-1,81.60%
1716406504,micro-benchmark-python-standard-1,0.02%
1716406504,micro-benchmark-postgres-1,0.00%
1716406504,telemetry-apm-server-1,8.43%
1716406504,telemetry-kibana-1,0.78%
1716406504,telemetry-otel-collector-1,3.26%
1716406504,telemetry-elasticsearch-1,10.12%
1716406504,suspicious_hugle,0.00%
1716406504,docker_minio_1,0.17%
1716406504,docker_hive_1,2.00%
1716406504,docker_influx_1,0.02%
1716406504,docker_db_1,2.24%
1716406504,registry,0.00%
1716406508,micro-benchmark-tests-1,34.57%
1716406508,micro-benchmark-java-elastic-1,0.32%
1716406508,micro-benchmark-java-otel-1,0.12%
1716406508,micro-benchmark-java-standard-1,0.10%
1716406508,micro-benchmark-go-elastic-1,0.00%
1716406508,micro-benchmark-go-otel-1,0.00%
1716406508,micro-benchmark-go-standard-1,0.00%
1716406508,micro-benchmark-python-elastic-1,1.42%
1716406508,micro-benchmark-python-otel-1,62.58%
1716406508,micro-benchmark-python-standard-1,0.02%
1716406508,micro-benchmark-postgres-1,0.00%
1716406508,telemetry-apm-server-1,0.64%
1716406508,telemetry-kibana-1,6.27%
1716406508,telemetry-otel-collector-1,0.08%
1716406508,telemetry-elasticsearch-1,0.76%
1716406508,suspicious_hugle,0.00%
1716406508,docker_minio_1,0.18%
1716406508,docker_hive_1,0.09%
1716406508,docker_influx_1,0.01%
1716406508,docker_db_1,0.00%
1716406508,registry,0.00%
1716406511,micro-benchmark-tests-1,94.67%
1716406511,micro-benchmark-java-elastic-1,0.32%
1716406511,micro-benchmark-java-otel-1,0.10%
1716406511,micro-benchmark-java-standard-1,0.24%
1716406511,micro-benchmark-go-elastic-1,0.00%
1716406511,micro-benchmark-go-otel-1,0.00%
1716406511,micro-benchmark-go-standard-1,0.00%
1716406511,micro-benchmark-python-elastic-1,0.27%
1716406511,micro-benchmark-python-otel-1,62.73%
1716406511,micro-benchmark-python-standard-1,0.02%
1716406511,micro-benchmark-postgres-1,0.00%
1716406511,telemetry-apm-server-1,0.16%
1716406511,telemetry-kibana-1,0.58%
1716406511,telemetry-otel-collector-1,0.04%
1716406511,telemetry-elasticsearch-1,0.85%
1716406511,suspicious_hugle,0.00%
1716406511,docker_minio_1,0.15%
1716406511,docker_hive_1,0.11%
1716406511,docker_influx_1,0.02%
1716406511,docker_db_1,0.00%
1716406511,registry,0.00%
1716406515,micro-benchmark-tests-1,26.47%
1716406515,micro-benchmark-java-elastic-1,0.37%
1716406515,micro-benchmark-java-otel-1,0.11%
1716406515,micro-benchmark-java-standard-1,0.11%
1716406515,micro-benchmark-go-elastic-1,0.00%
1716406515,micro-benchmark-go-otel-1,0.00%
1716406515,micro-benchmark-go-standard-1,0.00%
1716406515,micro-benchmark-python-elastic-1,0.02%
1716406515,micro-benchmark-python-otel-1,47.05%
1716406515,micro-benchmark-python-standard-1,0.02%
1716406515,micro-benchmark-postgres-1,0.00%
1716406515,telemetry-apm-server-1,15.71%
1716406515,telemetry-kibana-1,0.94%
1716406515,telemetry-otel-collector-1,1.21%
1716406515,telemetry-elasticsearch-1,46.29%
1716406515,suspicious_hugle,0.00%
1716406515,docker_minio_1,0.15%
1716406515,docker_hive_1,0.10%
1716406515,docker_influx_1,0.01%
1716406515,docker_db_1,0.00%
1716406515,registry,0.00%
1716406519,micro-benchmark-tests-1,31.55%
1716406519,micro-benchmark-java-elastic-1,0.37%
1716406519,micro-benchmark-java-otel-1,0.11%
1716406519,micro-benchmark-java-standard-1,0.11%
1716406519,micro-benchmark-go-elastic-1,0.00%
1716406519,micro-benchmark-go-otel-1,0.02%
1716406519,micro-benchmark-go-standard-1,0.00%
1716406519,micro-benchmark-python-elastic-1,0.02%
1716406519,micro-benchmark-python-otel-1,66.12%
1716406519,micro-benchmark-python-standard-1,0.02%
1716406519,micro-benchmark-postgres-1,0.00%
1716406519,telemetry-apm-server-1,9.28%
1716406519,telemetry-kibana-1,3.43%
1716406519,telemetry-otel-collector-1,3.10%
1716406519,telemetry-elasticsearch-1,7.21%
1716406519,suspicious_hugle,0.00%
